,without parallel,with parallel
0,1.1818096237444655,1.1818096237444657
1,1.1241980115749755,1.1241980115749755
2,1.0284135210023533,1.0284135210023533
3,1.6543020554356307,1.6543020554356307
4,1.3309605345285296,1.3309605345285296
5,1.1944576451381148,1.1944576451381148
6,0.9881819170630985,0.9881819170630985
7,0.8896869542379021,0.8896869542379021
8,1.82145258496601,1.8214525849660101
9,1.878788082404915,1.8787880824049148
10,0.6714657861866457,0.6714657861866457
11,1.083133961863771,1.083133961863771
12,1.2126533766454055,1.2126533766454055
13,0.8051138578826192,0.8051138578826192
14,1.3331371363981148,1.3331371363981148
15,1.2607684121899383,1.2607684121899383
16,0.43191056935908456,0.43191056935908456
17,1.2467788318968371,1.2467788318968371
18,1.292422544286342,1.292422544286342
19,0.7563834216067687,0.7563834216067687
20,0.6669282081094933,0.6669282081094933
21,0.8182128813139568,0.8182128813139568
22,0.7433052650328723,0.7433052650328723
23,1.7156295794334269,1.7156295794334269
24,0.9798766397150626,0.9798766397150626
25,1.246692809065915,1.246692809065915
26,1.4576332628237596,1.4576332628237596
27,1.3198360429981952,1.3198360429981952
28,1.0632818092216367,1.0632818092216367
29,1.5180943084871896,1.5180943084871896
30,1.0693527469387591,1.0693527469387591
31,1.4829535306994288,1.482953530699429
32,0.6309278592566734,0.6309278592566734
33,1.6543066632503698,1.6543066632503698
34,0.48554237930291144,0.48554237930291144
35,1.1441341087820265,1.1441341087820265
36,0.844069535861182,0.844069535861182
37,0.9779368479951801,0.9779368479951801
38,1.3182230120111267,1.3182230120111267
39,1.532242386190619,1.5322423861906191
40,1.4557341501335466,1.4557341501335466
41,1.725606657772391,1.7256066577723912
42,1.1473569519826676,1.1473569519826676
43,0.8400693254951862,0.8400693254951862
44,1.2548488382798335,1.2548488382798335
45,0.7043804873059367,0.7043804873059367
46,1.6194347537957183,1.6194347537957183
47,0.7910488973850676,0.7910488973850676
48,0.5840751823134523,0.5840751823134523
49,0.9648760376850931,0.9648760376850931
50,0.9534095997278745,0.9534095997278745
51,0.5133101221149631,0.5133101221149631
52,0.8180135426981763,0.8180135426981763
53,1.3393826221504672,1.3393826221504672
54,1.1256420549211381,1.1256420549211381
55,1.4785839530767628,1.4785839530767628
56,1.9964308278159981,1.9964308278159981
57,1.4992787736071211,1.4992787736071214
58,0.7302006065841966,0.7302006065841966
59,0.5272684097610507,0.5272684097610507
60,1.0101971125719436,1.0101971125719436
61,1.243093008032817,1.243093008032817
62,0.8532720798707711,0.8532720798707711
63,0.9839532811866419,0.9839532811866419
64,1.72899232895047,1.72899232895047
65,0.8358861096739072,0.8358861096739072
66,1.3607596406395706,1.3607596406395706
67,0.8659773906454068,0.8659773906454068
68,0.922620504309672,0.922620504309672
69,0.7535043996002013,0.7535043996002013
70,1.1659484844039922,1.1659484844039922
71,1.0477440185346212,1.0477440185346212
72,0.8569296126348784,0.8569296126348784
73,0.7378665052240629,0.7378665052240629
74,1.0996100885239455,1.0996100885239455
75,0.9187736347059505,0.9187736347059505
76,1.3044246804510196,1.3044246804510196
77,0.8716380610839574,0.8716380610839574
78,1.061711055439698,1.061711055439698
79,0.8130470989840307,0.8130470989840307
80,1.60331512949519,1.60331512949519
81,0.9052459705610879,0.9052459705610879
82,1.4846625218100706,1.4846625218100709
83,0.4613090702346665,0.4613090702346665
84,0.9673282733274264,0.9673282733274264
85,1.4223227953203579,1.4223227953203579
86,1.2367464990021482,1.2367464990021482
87,1.8155353064254711,1.8155353064254713
88,1.3029752149837266,1.3029752149837266
89,0.9835065424335342,0.9835065424335342
90,1.2474159471627524,1.2474159471627524
91,0.3585757601590511,0.3585757601590511
92,1.146138013369315,1.146138013369315
93,1.054397459122193,1.0543974591221932
94,0.6443846884407206,0.6443846884407206
95,0.688931816583152,0.688931816583152
96,0.7704014955430851,0.7704014955430851
97,1.3036477321249533,1.3036477321249536
98,1.2533700383309268,1.2533700383309268
99,1.4123418092638413,1.4123418092638413
